design_id,created_at,design_name,file_location,file_name,last_updated
80,2023-02-28 09:55:09.925000,Rubber,/selinux,rubber-20220421-8qca.json,2023-02-28 09:55:09.925000
81,2023-02-28 10:02:09.843000,Plastic,/sbin,plastic-20221224-cpuv.json,2023-02-28 10:02:09.843000
82,2023-02-28 18:19:09.887000,Bronze,/home,bronze-20220618-25np.json,2023-02-28 18:19:09.887000
45,2023-01-04 15:24:10.123000,Frozen,/home/user/dir,frozen-20221021-bjqs.json,2023-01-04 15:24:10.123000
1,2022-11-03 14:20:49.962000,Wooden,/Library,wooden-20201128-jdvi.json,2022-11-03 14:20:49.962000
18,2022-11-24 12:01:10.248000,Bronze,/media,bronze-20210303-f74o.json,2022-11-24 12:01:10.248000
9,2022-11-03 14:20:49.962000,Concrete,/opt/share,concrete-20211012-auw9.json,2022-11-03 14:20:49.962000
52,2023-01-13 11:50:10.154000,Bronze,/etc/namedb,bronze-20210909-ghv2.json,2023-01-13 11:50:10.154000
78,2023-02-24 13:02:09.791000,Fresh,/etc,fresh-20210425-bbsy.json,2023-02-24 13:02:09.791000
23,2022-12-01 13:40:09.970000,Soft,/usr/libdata,soft-20210907-yf4z.json,2022-12-01 13:40:09.970000
74,2023-02-17 08:24:09.624000,Steel,/etc/periodic,steel-20210918-u2of.json,2023-02-17 08:24:09.624000
83,2023-03-03 10:36:10.281000,Frozen,/private/tmp,frozen-20210527-z7mi.json,2023-03-03 10:36:10.281000
84,2023-03-03 15:13:09.938000,Cotton,/opt/lib,cotton-20221215-qgb4.json,2023-03-03 15:13:09.938000
85,2023-03-06 14:14:09.637000,Fresh,/net,fresh-20230226-7p3x.json,2023-03-06 14:14:09.637000
86,2023-03-08 09:33:10.018000,Plastic,/usr/obj,plastic-20211205-bg4r.json,2023-03-08 09:33:10.018000
87,2023-03-08 13:41:10.113000,Metal,/home/user/dir,metal-20230212-gb94.json,2023-03-08 13:41:10.113000
88,2023-03-10 12:36:10.350000,Bronze,/boot/defaults,bronze-20211230-5u6g.json,2023-03-10 12:36:10.350000
89,2023-03-14 08:25:09.925000,Concrete,/usr/bin,concrete-20221230-2chq.json,2023-03-14 08:25:09.925000
90,2023-03-14 09:26:10.350000,Steel,/net,steel-20230209-1nfx.json,2023-03-14 09:26:10.350000
91,2023-03-14 16:00:09.831000,Bronze,/usr/obj,bronze-20220402-mm8l.json,2023-03-14 16:00:09.831000
92,2023-03-14 16:15:09.920000,Soft,/usr/share,soft-20221011-kqhw.json,2023-03-14 16:15:09.920000
93,2023-03-15 09:59:10.053000,Frozen,/opt/lib,frozen-20220223-4zsk.json,2023-03-15 09:59:10.053000
94,2023-03-15 18:19:10.023000,Soft,/usr/share,soft-20220425-7vge.json,2023-03-15 18:19:10.023000
95,2023-03-16 10:28:10.133000,Soft,/etc/namedb,soft-20210815-c8lb.json,2023-03-16 10:28:10.133000
96,2023-03-16 15:09:09.758000,Soft,/var/spool,soft-20210925-iz9a.json,2023-03-16 15:09:09.758000
97,2023-03-20 09:46:09.512000,Plastic,/usr,plastic-20211226-m4aw.json,2023-03-20 09:46:09.512000
98,2023-03-20 12:50:09.742000,Concrete,/sys,concrete-20221208-lo7a.json,2023-03-20 12:50:09.742000
99,2023-03-21 08:44:09.959000,Fresh,/usr/ports,fresh-20210508-47n4.json,2023-03-21 08:44:09.959000
